Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Churn
16.0,1,1,15.0,4,1,3.0,4,4,3,2,6,0,14.0,2.0,2.0,1.0,164.68,0
1.0,1,3,9.0,5,1,3.0,5,2,4,2,9,1,13.0,2.0,3.0,3.0,224.07,1
20.0,1,3,10.0,2,0,3.0,2,1,5,1,4,0,13.0,3.0,2.0,9.0,257.25,0
1.0,1,3,30.0,3,0,3.0,5,2,3,1,3,0,22.0,4.0,6.0,9.0,160.4,0
3.0,1,2,13.0,3,1,3.0,5,4,4,1,3,0,12.0,2.0,2.0,1.0,153.04,0
17.0,1,1,13.0,3,0,3.0,5,5,3,1,9,0,15.0,6.0,7.0,11.0,291.97,0
22.0,1,1,17.0,4,1,4.0,5,5,4,1,6,0,15.0,4.0,9.0,10.0,291.97,0
1.0,0,1,31.0,4,1,4.0,5,4,1,2,3,1,23.0,2.0,2.0,1.0,149.39,1
10.0,1,3,17.0,4,0,4.0,4,0,4,1,7,0,22.0,2.0,2.0,8.0,198.14,1
1.0,0,1,22.0,4,0,4.0,5,4,5,1,2,0,20.0,1.0,8.0,4.0,172.74,0
13.0,1,1,26.0,6,1,3.0,4,2,1,1,10,0,15.0,1.0,3.0,3.0,164.02,0
27.0,1,1,9.0,1,1,4.0,5,4,1,1,10,0,21.0,2.0,2.0,5.0,151.62,0
2.0,1,3,10.0,3,0,4.0,4,4,4,1,3,0,20.0,2.0,2.0,1.0,153.56,0
1.0,2,3,16.0,3,1,3.0,4,4,1,2,3,0,14.0,1.0,2.0,1.0,135.81,1
1.0,1,1,14.0,4,1,4.0,4,4,4,2,3,1,23.0,2.0,2.0,1.0,149.72,1
10.0,1,3,17.0,1,0,4.0,5,2,3,1,3,1,14.0,1.0,2.0,8.0,181.73,0
5.0,1,1,27.0,4,1,3.0,4,2,3,1,3,0,12.0,1.0,2.0,3.0,166.97,0
8.0,1,3,11.0,4,1,4.0,4,0,1,1,4,1,14.0,1.0,2.0,3.0,222.13,0
3.0,2,1,14.0,4,1,3.0,4,4,5,2,5,0,15.0,1.0,2.0,3.0,145.62,0
11.0,1,1,14.0,3,1,4.0,4,2,5,1,7,1,23.0,1.0,2.0,5.0,167.84,0
9.0,1,1,23.0,6,0,3.0,5,2,4,1,2,1,12.0,1.0,2.0,3.0,172.88,0
19.0,1,1,32.0,4,0,4.0,5,2,1,1,2,0,14.0,1.0,4.0,9.0,184.06,0
10.0,0,2,9.0,6,1,4.0,5,2,1,2,3,0,22.0,2.0,2.0,9.0,163.86,0
14.0,1,1,8.0,4,1,4.0,4,1,5,1,4,0,15.0,3.0,9.0,11.0,291.97,0
1.0,1,1,8.0,4,0,3.0,5,4,3,1,3,1,14.0,1.0,2.0,1.0,154.33,0
1.0,1,3,9.0,3,0,3.0,2,2,3,2,2,0,15.0,1.0,2.0,8.0,190.0,0
22.0,0,1,29.0,3,0,3.0,4,1,1,1,5,0,15.0,2.0,5.0,8.0,291.97,0
18.0,1,1,8.0,4,1,4.0,2,2,5,1,4,0,16.0,2.0,3.0,3.0,175.33,0
1.0,0,1,23.0,1,1,3.0,5,4,5,1,3,1,23.0,1.0,4.0,1.0,148.07,1
20.0,1,1,31.0,4,1,4.0,4,4,1,2,3,0,17.0,1.0,2.0,1.0,150.87,1
10.0,1,3,24.0,5,1,3.0,5,2,4,1,4,0,17.0,2.0,2.0,4.0,180.07,0
15.0,1,3,15.0,5,0,3.0,4,2,4,1,7,0,22.0,1.0,2.0,5.0,168.93,0
16.0,1,1,13.0,3,1,3.0,4,0,5,1,10,0,14.0,6.0,2.0,8.0,258.48,0
5.0,1,3,17.0,3,0,3.0,4,2,1,1,4,1,12.0,2.0,2.0,5.0,190.83,0
8.0,1,3,10.0,3,0,4.0,5,2,1,1,5,1,13.0,1.0,2.0,2.0,206.03,0
5.0,1,1,11.0,3,0,4.0,2,4,3,1,10,0,13.0,2.0,3.0,3.0,164.78,0
1.0,0,1,13.0,6,1,4.0,2,4,1,1,2,0,19.0,3.0,8.0,8.0,150.44,0
19.0,0,1,8.0,3,1,3.0,4,2,3,2,6,0,13.0,1.0,2.0,4.0,178.99,0
7.0,1,3,17.0,5,1,3.0,4,2,3,2,3,0,15.0,1.0,2.0,10.0,179.87,0
2.0,0,3,8.0,4,1,3.0,5,2,1,1,3,1,13.0,2.0,2.0,8.0,193.34,0
1.0,0,3,31.0,1,1,3.0,2,4,5,2,3,0,18.0,1.0,2.0,1.0,135.91,1
13.0,0,3,28.0,4,0,3.0,5,2,3,1,8,0,20.0,1.0,2.0,3.0,182.36,0
1.0,2,1,9.0,1,1,3.0,4,4,4,1,3,0,12.0,1.0,2.0,3.0,147.26,0
8.0,0,1,29.0,6,1,3.0,5,2,1,1,3,1,16.0,4.0,7.0,11.0,182.47,0
1.0,1,3,20.0,5,0,3.0,4,2,3,2,5,1,12.0,1.0,3.0,3.0,223.54,1
21.0,0,1,21.0,1,1,4.0,4,2,4,1,10,0,19.0,1.0,2.0,8.0,179.67,0
27.0,1,3,18.0,5,0,3.0,5,2,5,1,6,0,17.0,1.0,2.0,1.0,178.8,0
13.0,1,1,16.0,3,1,3.0,4,2,5,1,3,0,23.0,1.0,8.0,10.0,176.51,0
12.0,0,1,15.0,3,0,3.0,5,2,4,1,3,1,17.0,2.0,2.0,8.0,146.33,0
27.0,1,3,28.0,4,0,4.0,4,1,1,1,6,1,15.0,1.0,2.0,1.0,291.97,0
1.0,0,1,12.0,4,0,3.0,2,4,3,2,5,1,15.0,1.0,2.0,4.0,149.32,1
12.0,1,1,16.0,4,1,4.0,4,4,1,1,4,0,20.0,1.0,2.0,4.0,172.71,0
23.0,0,1,9.0,4,1,3.0,4,5,1,1,5,0,15.0,5.0,5.0,4.0,291.97,0
16.0,1,3,19.0,5,1,4.0,4,2,1,1,5,1,13.0,2.0,2.0,1.0,175.87,0
1.0,0,2,29.0,6,0,3.0,5,4,4,1,3,0,13.0,2.0,2.0,1.0,153.63,1
9.0,1,3,25.0,3,1,4.0,4,2,5,1,2,0,17.0,2.0,2.0,5.0,180.61,0
2.0,0,1,23.0,3,1,3.0,4,4,3,2,3,0,15.0,1.0,2.0,5.0,146.44,0
5.0,0,1,10.0,3,1,3.0,4,4,5,1,3,1,14.0,3.0,3.0,4.0,155.65,0
10.0,0,1,16.0,4,1,4.0,2,4,4,1,3,0,23.0,2.0,2.0,3.0,153.1,0
8.0,1,3,8.0,5,1,3.0,4,0,1,2,3,0,22.0,3.0,3.0,3.0,223.88,0
8.0,1,3,20.0,3,1,3.0,4,0,3,1,3,0,19.0,1.0,2.0,3.0,211.28,0
1.0,1,1,8.0,3,1,4.0,4,4,5,2,2,0,14.0,6.0,8.0,7.0,153.67,0
3.0,1,1,8.0,4,1,3.0,4,2,5,1,2,0,13.0,1.0,2.0,3.0,178.73,0
6.0,0,1,22.0,3,0,3.0,4,2,1,1,7,0,19.0,1.0,2.0,3.0,191.67,0
5.0,0,1,8.0,4,1,3.0,5,2,5,1,3,0,22.0,6.0,9.0,8.0,175.03,0
1.0,2,1,24.0,1,1,3.0,5,4,1,1,7,0,13.0,2.0,2.0,4.0,148.67,1
12.0,1,3,8.0,4,1,3.0,5,4,5,2,6,0,15.0,2.0,2.0,1.0,153.58,0
9.0,1,3,14.0,4,0,3.0,4,2,1,1,3,1,12.0,2.0,2.0,10.0,177.04,0
1.0,1,3,16.0,5,1,3.0,4,2,1,2,3,0,15.0,2.0,2.0,8.0,166.05,0
6.0,1,1,12.0,4,1,3.0,5,2,1,2,10,0,23.0,2.0,2.0,3.0,221.79,0
1.0,0,3,32.0,5,1,4.0,4,2,1,1,3,1,12.0,1.0,2.0,9.0,181.17,1
17.0,1,3,31.0,4,1,4.0,4,0,5,2,8,1,14.0,1.0,3.0,3.0,229.48,1
27.0,1,1,16.0,4,0,4.0,4,2,3,1,5,0,12.0,2.0,3.0,4.0,153.97,0
7.0,0,1,14.0,4,1,3.0,4,2,3,1,3,0,21.0,1.0,3.0,9.0,184.68,0
17.0,1,1,18.0,4,1,2.0,4,0,3,1,3,0,18.0,2.0,2.0,10.0,200.1,0
12.0,0,2,8.0,6,1,3.0,4,4,4,1,2,1,12.0,1.0,2.0,3.0,154.91,0
27.0,1,2,32.0,6,1,4.0,2,5,4,1,6,1,15.0,2.0,2.0,5.0,291.97,0
5.0,2,1,9.0,3,0,3.0,5,4,1,1,3,1,12.0,1.0,2.0,1.0,136.29,0
13.0,1,3,22.0,5,1,4.0,4,1,5,2,2,0,13.0,5.0,2.0,11.0,258.41,0
16.0,0,1,30.0,4,1,3.0,5,2,3,2,3,0,13.0,4.0,4.0,8.0,168.32,0
5.0,0,1,17.0,3,0,3.0,4,0,3,1,6,0,21.0,4.0,2.0,9.0,235.31,0
27.0,1,1,17.0,3,0,4.0,4,2,5,2,8,1,20.0,1.0,2.0,5.0,169.4,0
1.0,1,1,8.0,4,1,3.0,5,2,3,2,3,0,13.0,2.0,2.0,3.0,171.17,0
1.0,1,1,19.0,6,1,4.0,4,4,1,2,3,0,14.0,2.0,2.0,5.0,151.47,0
14.0,0,1,18.0,1,0,4.0,4,2,3,1,3,0,12.0,6.0,9.0,5.0,188.23,0
14.0,1,3,9.0,5,0,4.0,4,2,4,1,5,0,15.0,2.0,6.0,11.0,181.77,0
1.0,2,2,9.0,6,0,3.0,4,4,4,1,6,0,15.0,1.0,2.0,3.0,146.87,0
4.0,1,1,8.0,3,1,4.0,4,4,4,1,3,0,14.0,2.0,2.0,8.0,162.48,0
1.0,1,1,9.0,6,1,3.0,4,4,3,1,8,1,20.0,1.0,2.0,3.0,164.77,0
21.0,1,1,32.0,3,1,3.0,4,0,3,2,4,0,23.0,6.0,9.0,3.0,211.33,0
7.0,0,1,8.0,3,1,3.0,5,4,3,1,3,0,13.0,1.0,2.0,1.0,145.08,0
12.0,1,3,8.0,4,1,3.0,4,2,4,1,2,0,16.0,2.0,6.0,9.0,169.4,0
5.0,1,3,9.0,4,1,3.0,4,4,3,1,2,0,20.0,1.0,2.0,3.0,155.67,0
12.0,0,1,13.0,4,1,4.0,5,2,3,1,4,0,12.0,3.0,8.0,8.0,178.21,0
16.0,1,1,25.0,4,1,3.0,4,2,5,1,8,1,18.0,2.0,2.0,3.0,179.1,0
15.0,1,1,8.0,4,1,4.0,4,4,1,1,5,0,23.0,1.0,2.0,1.0,152.82,0
21.0,0,1,8.0,3,0,4.0,4,0,4,1,2,0,19.0,1.0,2.0,11.0,244.57,0
9.0,1,1,18.0,3,1,3.0,4,4,3,1,9,1,12.0,3.0,3.0,3.0,151.6,0
1.0,1,1,8.0,4,1,4.0,4,4,3,2,2,0,13.0,2.0,2.0,3.0,158.75,0
9.0,1,1,16.0,3,1,3.0,4,2,3,2,3,0,20.0,1.0,2.0,9.0,175.98,0
7.0,1,1,22.0,3,0,4.0,4,2,1,1,2,1,14.0,6.0,9.0,2.0,173.78,0
6.0,1,1,32.0,4,0,3.0,5,4,4,2,3,0,14.0,1.0,5.0,2.0,153.37,0
14.0,2,1,8.0,4,1,3.0,4,4,1,1,10,0,20.0,2.0,2.0,1.0,149.06,0
6.0,2,3,8.0,3,1,4.0,5,4,4,1,2,0,15.0,3.0,3.0,3.0,147.69,0
13.0,1,1,31.0,4,1,3.0,4,2,1,2,9,0,14.0,1.0,2.0,8.0,166.08,0
12.0,1,1,17.0,3,0,4.0,5,0,3,1,5,0,13.0,1.0,2.0,11.0,257.06,0
6.0,1,3,8.0,5,0,3.0,4,0,1,1,3,0,20.0,1.0,6.0,3.0,229.22,0
11.0,1,1,17.0,4,0,3.0,2,0,1,1,3,1,23.0,1.0,7.0,9.0,262.44,0
1.0,1,3,15.0,6,0,3.0,4,2,3,1,2,1,23.0,1.0,2.0,5.0,174.07,0
26.0,0,3,32.0,4,1,3.0,4,4,1,1,4,0,16.0,2.0,2.0,1.0,159.82,0
18.0,2,1,8.0,3,1,3.0,4,4,1,2,8,1,13.0,2.0,2.0,3.0,149.36,0
1.0,2,3,12.0,3,1,3.0,4,4,5,2,3,1,12.0,2.0,2.0,3.0,148.8,0
13.0,0,1,16.0,4,1,3.0,4,5,1,2,4,0,15.0,2.0,2.0,4.0,291.97,0
1.0,0,3,16.0,5,1,3.0,4,4,5,1,3,0,20.0,2.0,2.0,1.0,142.9,1
10.0,1,3,10.0,3,0,4.0,5,0,1,1,2,0,20.0,1.0,4.0,5.0,201.44,0
10.0,0,1,11.0,4,0,4.0,4,2,4,1,9,0,14.0,1.0,2.0,3.0,176.31,0
27.0,0,1,8.0,4,1,3.0,4,2,3,1,3,0,22.0,1.0,2.0,10.0,188.06,0
1.0,1,1,8.0,3,1,3.0,4,4,1,1,10,1,15.0,3.0,3.0,3.0,172.87,1
16.0,1,1,9.0,4,1,3.0,4,5,3,1,7,0,15.0,1.0,5.0,11.0,291.97,0
20.0,2,1,14.0,1,1,4.0,4,4,3,1,10,0,12.0,6.0,9.0,9.0,148.39,1
15.0,1,1,32.0,4,0,3.0,5,1,4,1,2,0,23.0,2.0,2.0,11.0,260.7,0
8.0,1,3,32.0,5,0,4.0,5,2,3,1,3,0,22.0,2.0,2.0,8.0,192.12,0
10.0,0,3,22.0,5,1,3.0,5,2,1,1,3,0,23.0,6.0,9.0,11.0,179.06,0
15.0,1,3,10.0,4,1,3.0,5,2,4,1,4,0,12.0,2.0,2.0,3.0,214.38,0
6.0,2,1,9.0,1,1,4.0,4,4,5,2,3,0,15.0,1.0,2.0,3.0,149.39,0
9.0,1,2,32.0,4,0,3.0,4,0,1,2,3,1,17.0,2.0,2.0,3.0,213.37,0
12.0,1,3,17.0,4,0,4.0,4,2,1,1,3,0,12.0,1.0,2.0,10.0,178.43,0
14.0,0,3,8.0,4,1,4.0,4,2,3,1,9,0,13.0,2.0,2.0,2.0,192.28,1
10.0,1,3,18.0,5,0,4.0,5,2,1,1,6,0,14.0,2.0,2.0,1.0,191.52,0
19.0,1,3,27.0,4,0,3.0,4,2,3,2,10,0,16.0,1.0,2.0,2.0,173.5,0
14.0,1,1,9.0,4,1,2.0,5,4,3,2,4,0,15.0,1.0,3.0,3.0,153.09,0
9.0,0,1,25.0,4,1,4.0,4,2,3,1,3,1,15.0,1.0,2.0,3.0,181.89,0
14.0,2,1,9.0,3,0,4.0,4,4,3,1,4,0,15.0,1.0,2.0,3.0,145.01,0
9.0,1,1,8.0,4,0,4.0,5,4,1,1,3,0,13.0,2.0,2.0,2.0,154.77,0
3.0,1,1,20.0,6,1,3.0,5,2,4,1,6,1,14.0,1.0,2.0,4.0,165.25,0
3.0,1,1,32.0,3,0,4.0,5,4,5,2,3,0,15.0,1.0,2.0,5.0,162.85,0
14.0,1,3,32.0,5,1,3.0,5,0,5,1,6,1,14.0,3.0,2.0,1.0,233.54000000000002,1
13.0,1,3,31.0,5,0,3.0,5,1,1,1,2,0,12.0,4.0,2.0,7.0,245.31,0
5.0,0,1,12.0,3,1,4.0,4,2,5,2,2,0,20.0,2.0,2.0,3.0,224.36,0
1.0,1,3,12.0,6,0,2.0,5,4,3,2,2,0,19.0,2.0,2.0,1.0,154.66,0
10.0,0,1,30.0,3,1,3.0,2,2,1,1,6,0,18.0,1.0,2.0,4.0,150.71,0
13.0,1,1,13.0,3,1,3.0,5,0,5,1,6,0,16.0,1.0,2.0,3.0,224.91,0
1.0,1,1,11.0,4,1,3.0,2,2,4,1,3,1,21.0,1.0,2.0,4.0,186.42,0
23.0,0,3,9.0,3,1,4.0,5,2,4,1,4,0,15.0,2.0,2.0,9.0,178.9,0
8.0,1,1,15.0,3,1,3.0,2,2,3,1,4,0,13.0,2.0,2.0,3.0,169.04,0
9.0,1,3,15.0,5,1,2.0,3,0,1,1,5,0,11.0,1.539214468884413,4.0,3.0,200.96,1
12.468129346912011,0,1,32.0,4,1,3.0,4,0,4,1,4,1,13.48937644897067,3.042494204117319,2.0,5.595611959263968,238.62070433274184,1
4.42234844720582,1,3,15.570391407867637,3,0,3.0,5,2,3,2,9,0,15.718434368529454,1.5703914078676366,2.0,3.5703914078676364,178.37407828157353,1
0.7406261488943705,2,1,8.740626148894371,5,1,3.481252297788741,4,4,3,2,7,0,16.25937385110563,0.7406261488943705,2.0,1.0,145.3605023897003,1
0.13702760101303746,0,2,7.137027601013037,4,0,3.1370276010130373,3,1,4,1,2,0,11.137027601013038,1.1370276010130373,5.862972398986963,7.137027601013037,197.45790403435024,1
1.0,2,1,28.06377815801503,3,0,3.468110920992486,4,4,3,1,4,1,12.0,1.0,2.0,3.4043327629774573,146.39489774735878,1
8.0,0,1,8.421135611609618,3,1,3.789432194195191,4,4,4,0,3,0,13.0,2.789432194195191,2.789432194195191,3.789432194195191,148.46211356116095,1
1.0,1,3,9.109639953940448,4,1,3.0,5,0,2,0,4,0,12.0,4.593573364039701,5.483933410099253,3.0,229.09287417693636,1
0.0,0,3,14.0,1,0,3.0,5,3,5,2,1,0,21.0,1.0,1.0,0.0,123.25,1
20.0,0,1,14.0,4,1,2.0,4,3,1,1,10,1,14.0,0.6547700463300276,1.0,0.0,123.80000000000001,1
4.514794446569018,1,1,21.41420092557183,3,0,3.0,3,0,1,0,4,0,12.656803702287322,0.4142009255718303,1.8284018511436606,4.171598148856339,179.6226036482827,1
1.0,0,1,15.197241594438005,3,1,3.0,4,4,5,2,4,0,12.0,1.2675861351873314,2.0,1.8027584055619945,156.15271739340287,1
1.0,1,1,9.355012553001862,2,1,3.0,4,4,2,0,6,1,14.0,3.0,3.0,3.0,159.61278237093651,1
11.90654148021011,1,3,32.0,5,1,2.121495391087765,4,0,4,1,4,1,13.0,0.24299078217553083,2.0,0.36448617326329624,209.4390658940495,1
11.0,0,3,16.0,4,1,3.0,5,1,3,1,9,0,12.0,3.461442974050478,2.0,11.0,254.36,1
1.0,0,2,15.0,6,0,4.0,5,4,1,1,8,0,12.0,2.0,2.0,3.0,146.8,1
3.6447548824722045,0,2,29.93426464741661,3,0,3.881584960824068,2,0,3,1,6,1,16.526339843296274,1.881584960824068,2.710490235055591,1.828905274231523,257.4326065629719,1
1.0,1,2,25.78810566955989,5,0,3.211894330440109,4,4,3,0,3,0,19.21189433044011,1.211894330440109,2.0,1.0,149.7233041252323,1
13.244009978930722,1,2,16.37799501053464,4,0,2.3110024947326804,3,0,2,0,2,0,17.37799501053464,1.8660149683960816,7.31100249473268,7.31100249473268,175.8775646862194,1
0.0,2,1,24.0,6,0,3.0,2,3,4,1,1,0,17.333862141635002,1.0,1.0,0.0,129.12097128374998,1
1.0,2,1,21.487458965048685,3,1,3.0,4,4,2,0,6,1,14.0,1.243729482524342,2.0,4.512541034951316,149.20645042600967,1
9.0,1,3,15.0,4,1,2.2676007988617073,3,0,1,1,4,0,12.338003994308538,2.92959680455317,4.0,4.07040319544683,199.68354418942965,1
1.0,0,3,17.99297850088282,4,1,3.66432616696094,4,4,5,0,3,0,19.33567383303906,2.0,2.0,1.0,144.5143125857151,1
0.0,2,1,14.0,3,1,3.0,4,4,3,2,2,1,11.0,1.0,1.0,2.0,139.89,1
9.0,1,1,8.0,5,1,2.5719122038506006,3,3,3,1,7,1,14.571912203850601,0.0,1.0,0.8561755922987986,123.02000000000001,1
0.0,2,1,14.0,0,1,2.0,3,3,3,0,3,1,13.0,0.9862466719514015,1.0,2.027506656097197,123.7386645966706,1
1.0,2,1,29.755792519097586,1,1,3.585264173032529,4,4,2,1,3,0,19.82947165393494,2.0,2.0,1.0,148.55345225597796,1
15.0,1,1,11.0,4,1,3.0,4,4,3,0,10,1,13.0,1.246134926163075,3.0,8.0,149.61,1
12.614405264129601,1,3,17.871468421376534,4,0,3.128531578623466,4,0,2,0,3,0,19.3855947358704,1.1285315786234662,7.228810528259203,8.0,201.1029926326802,1
11.789784930380419,0,1,15.963064520885874,4,1,2.678978493038042,4,0,2,2,3,0,14.715913972152167,2.0,2.0,6.247150548733707,233.4518107623287,1
0.0,0,1,12.411864740417496,4,0,3.0,3,3,1,1,2,1,17.17627051916501,0.0,1.0,0.823729480834992,129.095254103833,1
0.753594630745753,0,2,31.26078389223726,5,0,2.753594630745753,4,1,5,1,7,0,15.753594630745752,1.0,1.753594630745753,2.0,193.81789648417703,1
1.0,1,1,23.796332862227317,4,0,3.0,3,4,3,2,3,0,14.611001413318055,4.40733427554537,8.203667137772685,8.611001413318055,149.65079831082667,1
3.6897913392794703,1,3,8.637760825900662,4,0,3.6724478348198675,4,2,1,2,7,1,12.0,1.0,2.0,5.344895669639735,184.11439510870147,1
1.0,0,1,27.0,4,1,4.0,4,0,3,0,5,0,13.0,2.0,2.0,3.0,223.24,1
2.972134288996962,1,2,6.0,3,1,2.4245906127138515,4,0,3,0,7,0,12.273771838141554,1.4245906127138517,6.4524563237168895,6.5754093872861485,205.5507699218534,1
1.0,0,1,10.02214147547263,3,0,3.0,4,2,3,0,2,0,19.93357557358211,2.0,2.0,3.0,166.6486681129408,1
1.0,1,1,16.0,3,1,4.0,5,4,3,0,2,1,18.0,1.9451141887560088,2.0,1.0,158.88,1
0.0,0,3,32.0,3,1,3.0,5,2,5,2,9,0,18.0,0.69662727121739,2.0,2.0,149.69,1
13.0,0,3,10.469926251623237,2,1,2.504296249768109,3,2,3,0,6,0,12.991407500463783,1.0,1.0,1.9914075004637821,167.6170785501577,1
0.0,0,1,9.866254468816617,1,1,3.0,3,4,2,1,6,0,15.799381703224924,0.0,1.0668727655916916,2.0,138.8249788431823,1
13.682713304247514,1,1,14.0,3,0,2.8781911305016568,4,2,3,0,3,0,13.682713304247514,5.560904434749172,7.439095565250828,7.439095565250828,150.34966450963677,1
0.9804355702703718,0,1,15.0,3,1,3.9804355702703718,4,4,3,1,3,0,12.980435570270371,2.0,2.0,1.0195644297296282,144.0392174228108,1
1.0,0,2,7.512284757243485,4,0,3.0,4,4,4,1,3,1,12.0,2.02456951448697,2.512284757243485,2.02456951448697,148.10291159126862,1
15.542856920008083,1,1,15.22857153999596,3,0,2.8857142300020207,4,1,3,0,3,0,16.228571539995958,5.314285380012123,7.88571423000202,7.88571423000202,174.6534286900957,1
9.0,0,2,6.0,2,0,2.0,3,3,3,2,1,0,11.705597082622168,0.7648009724592773,1.0,2.7055970826221682,123.02000000000001,1
0.0,1,2,6.963306824766478,1,0,3.0,3,3,4,2,1,0,17.926613649532957,0.0,1.0,4.0,131.69889772507784,1
1.0,2,1,23.31896016391676,1,1,3.0,4,4,1,0,7,0,13.227013278694413,1.0,2.0,4.227013278694413,148.82663916229913,1
0.0,2,1,13.0,4,1,3.0,3,2,3,0,2,0,18.0,0.048557971274318934,1.0,1.0,148.83,1
1.0,1,1,22.22351069734898,5,0,3.2235106973489818,4,2,3,1,8,0,15.223510697348981,1.2235106973489818,2.0,1.4470213946979638,174.43520241701,1
9.0,2,3,9.165990193350058,0,0,2.0,3,2,2,1,2,0,13.388663397783354,0.0,1.0,1.2226732044332937,123.02000000000001,1
1.2853821952783182,0,1,31.714617804721684,3,1,4.0,4,4,4,2,2,0,12.285382195278318,1.857308902360841,2.0,4.857308902360841,160.39643716496641,1
0.0,2,1,13.0,1,0,2.0,3,3,3,1,4,1,13.0,1.9802606819364055,7.0,7.0,133.39,1
0.0,0,1,9.0,4,1,3.0,3,3,5,2,2,1,11.0,5.408119056825923,9.0,7.0,133.48,1
1.0,0,1,9.885619764241774,4,1,3.0,4,4,2,0,2,0,12.0,1.1143802357582269,2.0,1.2287604715164535,153.74503484322545,1
1.0,0,1,21.33429861764688,3,0,4.0,4,4,2,0,3,0,12.778099539215628,2.778099539215627,2.778099539215627,2.5561990784312543,150.88919456225483,1
0.0,2,3,13.570717450182551,5,0,3.0,3,3,4,2,2,0,13.0,1.0,1.285358725091276,0.5707174501825516,127.02114056732393,1
1.0,1,3,8.118436545059243,4,1,3.881563454940757,5,2,4,1,3,0,12.118436545059243,2.118436545059243,6.526253819763028,3.0,222.36858253196434,1
18.19394955910989,1,2,10.612100881780222,3,1,3.0,4,2,1,1,5,0,16.731316519703295,3.074733921186815,8.0,5.074733921186815,176.0115831781502,1
1.0,0,3,23.90817374283843,5,0,4.0,3,2,3,2,7,0,15.394550838107714,1.6972754190538568,2.0,3.6054491618922864,178.17945508381078,1
0.0,2,1,14.0,1,0,3.0,4,3,4,0,6,0,16.0,0.24736170592816398,1.0,1.0,125.46000000000001,1
0.0,1,3,8.139779006797422,3,1,2.0,4,0,2,0,3,0,11.0,5.5349447516993555,9.0,9.395165744901933,204.97196546894833,1
1.0,2,1,23.125829317842975,3,0,3.125829317842974,4,4,4,1,3,0,14.0,2.0,2.0,2.7483413643140517,148.52489821191594,1
9.0,0,3,6.796563524863909,3,0,2.0,3,3,4,2,2,1,11.0,1.7965635248639087,1.7965635248639087,2.0,123.02000000000001,1
9.0,1,2,28.0,6,1,2.0,5,4,3,1,2,0,11.0,0.0,1.0,0.0,123.02000000000001,1
1.0,0,2,20.142035120474045,5,0,3.2855087801185117,4,2,2,2,4,1,23.0,3.1434736596444655,7.0,8.0,168.91993187561545,1
1.5315773967749933,2,1,29.0,4,1,3.0,3,4,4,1,1,0,12.531577396774994,0.46842260322500684,1.4684226032250067,2.0631547935499865,139.74731813086976,1
17.531685386228013,1,2,11.936629227543971,3,1,3.0,4,2,2,1,5,0,16.510561795409338,3.9577528183626476,8.0,5.957752818362648,175.52813033194644,1
0.0,0,1,13.0,4,1,3.0,5,2,3,2,2,1,23.0,1.0,1.0,6.0,160.74,1
8.190862687191965,0,1,14.0,5,0,2.5954313435959824,3,3,2,1,6,0,11.404568656404017,1.0,1.0,2.0,123.26274119384242,1
0.0,0,1,27.453033278874525,4,0,2.515655573708491,3,0,3,0,6,0,13.453033278874527,1.0,1.0,0.9686888525830173,198.8502739771273,1
0.0,0,1,8.0,3,1,2.9866323167406046,3,3,1,0,6,1,13.0,1.9866323167406044,2.0,2.0,137.18551137719075,1
9.819478472885878,0,1,29.048696182214695,3,0,3.409739236442939,2,2,3,1,5,0,18.31234687201355,1.0,2.590260763557061,5.770782290671183,189.14117562143153,1
19.647774232950344,1,1,8.352225767049658,3,1,2.7044515340993156,3,5,4,1,7,1,14.647774232950342,3.943322698851026,6.534419630652395,6.943322698851026,291.97,1
9.0,0,2,17.953475008120222,4,1,2.9844916693734076,3,3,5,0,2,0,17.93796667749363,1.0,1.0,0.0,123.02000000000001,1
0.0,1,3,6.0,0,0,3.0,3,3,3,0,6,0,17.876472139255025,0.28088196518624375,1.0,2.0,128.306161342053,1
0.0,0,1,8.0,3,1,2.79204364071061,3,3,1,1,6,1,13.0,0.20795635928938994,2.0,2.0,136.68347259303337,1
1.1259562867287647,0,1,22.377868860186293,3,0,3.0419854289095882,3,0,3,1,8,1,13.167941715638353,1.0419854289095882,7.748087426542471,7.706101997632882,260.92534061573616,1
0.0,2,1,9.562219730256388,0,1,2.0,3,3,2,1,3,1,13.0,1.5207399100854624,2.0,2.0,134.52022982068033,1
1.0,1,1,7.363446586456313,3,1,3.8182767067718437,5,4,2,1,2,1,14.818276706771844,2.0,2.1817232932281563,3.0,161.81661604001312,1
5.201570777419661,0,1,20.74308153963138,3,0,2.74308153963138,3,0,1,1,1,0,11.25691846036862,1.0276738414744795,2.5415107622117192,5.51383692073724,178.68809654343337,1
1.0,1,1,22.0,3,1,3.0,4,0,3,0,9,1,13.0,1.0,8.0,8.0,261.1,1
0.0,0,3,14.0,5,0,2.0,5,3,3,1,1,0,16.0,0.5455851826691478,1.0,0.0,123.50999999999999,1
11.926829370084565,0,1,32.0,4,0,3.0,3,2,5,1,3,0,19.89024405512685,0.0,1.0,2.945122027563425,142.8403658531496,1
